seed 123456789;Tempo;Popolazione;PopolazioneVeicoliPiccoli;PopolazioneVeicoliGrandi;Sistema
;83316.5445377856;79.0;47.0;32.0;
;83366.60275350296;80.0;48.0;32.0;
;83401.73425263235;80.0;48.0;32.0;
;83521.8382547542;80.0;48.0;32.0;
;83567.81182206969;81.0;48.0;33.0;
;83622.68259515763;81.0;48.0;33.0;
;83728.15375516193;81.0;47.0;34.0;
;83757.32060698682;82.0;48.0;34.0;
;83784.00805276514;82.0;48.0;34.0;
;83817.18713283505;83.0;49.0;34.0;
;83870.99780058599;83.0;49.0;34.0;
;83950.48780346733;83.0;49.0;34.0;
;83968.74700503977;82.0;48.0;34.0;
;83992.18446347206;82.0;48.0;34.0;
;84137.14387200403;83.0;49.0;34.0;
;84146.98559864816;84.0;50.0;34.0;
;84164.4437838222;84.0;50.0;34.0;
;84386.25247617342;83.0;49.0;34.0;
;84461.0863391963;83.0;49.0;34.0;
;84484.55947562546;82.0;48.0;34.0;
;84532.30653186527;82.0;49.0;33.0;
;84567.13825592848;83.0;49.0;34.0;
;84638.14073302806;84.0;49.0;35.0;
;84674.96153690922;84.0;49.0;35.0;
;84713.05653485515;85.0;50.0;35.0;
;84744.3749687541;85.0;50.0;35.0;
;84900.31791219972;85.0;49.0;36.0;
;84933.23802456867;86.0;50.0;36.0;
;84944.10926696312;87.0;51.0;36.0;
;84966.09944955388;87.0;51.0;36.0;
;84977.39766556084;86.0;50.0;36.0;
;85045.26464750925;85.0;50.0;35.0;
;85148.05911128674;85.0;50.0;35.0;
;85162.80681310102;84.0;49.0;35.0;
;85218.08591544279;85.0;49.0;36.0;
;85279.71374194945;86.0;50.0;36.0;
;85311.47215070257;86.0;50.0;36.0;
;85322.81624757592;86.0;50.0;36.0;
;85432.13902625571;86.0;50.0;36.0;
;85439.44853339232;85.0;49.0;36.0;
;85615.76467164008;85.0;49.0;36.0;
;85666.0138456021;85.0;50.0;35.0;
;85671.8984057273;86.0;51.0;35.0;
;85704.31992587488;87.0;51.0;36.0;
;85717.12127870633;87.0;51.0;36.0;
;85725.7817912932;86.0;50.0;36.0;
;85816.73371860442;86.0;50.0;36.0;
;86149.2979561946;86.0;50.0;36.0;
;86165.57492657256;85.0;50.0;35.0;
;86320.52688897465;85.0;50.0;35.0;
;86324.72535531166;86.0;51.0;35.0;
;86348.82628481572;86.0;51.0;35.0;
;86381.83251659691;85.0;51.0;34.0;
;86907.90872693164;84.0;50.0;34.0;
;87024.5213103356;83.0;50.0;33.0;
;87056.7821915788;82.0;50.0;32.0;
;87066.10280332499;80.0;49.0;31.0;
;87161.4060161867;80.0;49.0;31.0;
;87477.81847577193;79.0;48.0;31.0;
;87490.7713784358;79.0;48.0;31.0;
;87564.01837191376;79.0;48.0;31.0;
;87630.24766704552;78.0;47.0;31.0;
;87648.44171589617;78.0;47.0;31.0;
;87672.38041242496;77.0;46.0;31.0;
;87718.57929929251;76.0;46.0;30.0;
;87806.94096180281;76.0;46.0;30.0;
;87974.44129675895;76.0;46.0;30.0;
;88182.06848487843;75.0;45.0;30.0;
;88500.55855441364;74.0;44.0;30.0;
;88534.21834132144;73.0;43.0;30.0;
;88689.37055595893;72.0;42.0;30.0;
;88986.5772504051;71.0;42.0;29.0;
;89072.29368741876;71.0;42.0;29.0;
;89167.43047305416;70.0;41.0;29.0;
;89385.79036463084;69.0;40.0;29.0;
;89529.7634550822;68.0;39.0;29.0;
;89580.35580528842;67.0;39.0;28.0;
;89865.10787304555;66.0;38.0;28.0;
;90124.42015470122;66.0;38.0;28.0;
;90134.3921990666;65.0;38.0;27.0;
;90237.63913837778;65.0;38.0;27.0;
;90303.62561459822;64.0;37.0;27.0;
;90638.50578546216;63.0;36.0;27.0;
;90849.11556562076;62.0;35.0;27.0;
;91075.63763098043;61.0;35.0;26.0;
;91114.3863103536;60.0;35.0;25.0;
;91250.38968533814;59.0;34.0;25.0;
;91277.7082332794;58.0;34.0;24.0;
;91362.2476023841;58.0;34.0;24.0;
;91421.51494620946;58.0;34.0;24.0;
;91475.09217145455;57.0;34.0;23.0;
;91707.27932019412;56.0;34.0;22.0;
;91910.28253897968;55.0;34.0;21.0;
;91991.37248643867;54.0;34.0;20.0;
;92024.24921647976;53.0;33.0;20.0;
;92150.5796618153;51.0;31.0;20.0;
;92213.57231029856;51.0;31.0;20.0;
;92407.44683460383;51.0;31.0;20.0;
;92451.27993633592;50.0;30.0;20.0;
;92510.8725272944;49.0;29.0;20.0;
;92914.33068330944;48.0;28.0;20.0;
;93006.59839082912;47.0;27.0;20.0;
;93088.40171381364;46.0;27.0;19.0;
;93187.47947555989;45.0;27.0;18.0;
;93511.3385326438;44.0;27.0;17.0;
;93574.27010716042;43.0;27.0;16.0;
;93647.5018367651;42.0;26.0;16.0;
;94077.32487591189;41.0;25.0;16.0;
;94110.46620742118;40.0;25.0;15.0;
;94170.95938351244;40.0;25.0;15.0;
;94398.02741964663;39.0;24.0;15.0;
;94505.80644113888;38.0;24.0;14.0;
;94896.79098579397;38.0;24.0;14.0;
;94946.23095846668;38.0;24.0;14.0;
;94956.24820454836;37.0;24.0;13.0;
;94985.73434961878;36.0;23.0;13.0;
;94997.75071848062;34.0;22.0;12.0;
;95236.2552862612;34.0;22.0;12.0;
;95573.18563074172;34.0;22.0;12.0;
;95614.90527994077;33.0;21.0;12.0;
;95642.06022376896;32.0;20.0;12.0;
;95733.11394555985;32.0;20.0;12.0;
;95872.77452375351;30.0;18.0;12.0;
;96295.4770551668;30.0;18.0;12.0;
;96305.16388827206;29.0;17.0;12.0;
;96368.74952668542;29.0;17.0;12.0;
;96496.2809618161;28.0;17.0;11.0;
;96918.81079248358;27.0;16.0;11.0;
;96950.9527956702;25.0;15.0;10.0;
;97163.04597518158;25.0;15.0;10.0;
;97165.58438125569;24.0;14.0;10.0;
;97305.70095989403;23.0;14.0;9.0;
;97534.88408606689;22.0;13.0;9.0;
;97675.3025968257;21.0;13.0;8.0;
;97896.01980694672;21.0;13.0;8.0;
;97969.52602419464;20.0;12.0;8.0;
;97998.29123324608;19.0;11.0;8.0;
;98073.43935137296;17.0;10.0;7.0;
;98272.12364173896;17.0;10.0;7.0;
;98286.70582620578;17.0;10.0;7.0;
;98495.6910737136;16.0;10.0;6.0;
;98514.78032421572;15.0;10.0;5.0;
;98821.18892581106;15.0;10.0;5.0;
;98870.36079057577;14.0;9.0;5.0;
;99045.22287461552;13.0;8.0;5.0;
;99112.89530523792;12.0;7.0;5.0;
;99248.27010579048;12.0;7.0;5.0;
;99310.9400031827;12.0;7.0;5.0;
;99512.43141460136;10.0;6.0;4.0;
;99942.56357837946;10.0;6.0;4.0;
;100409.0915983542;8.0;6.0;2.0;
;101202.61966638378;8.0;6.0;2.0;
;101988.24501540697;8.0;6.0;2.0;
;103525.35902665844;7.0;5.0;2.0;
;104079.88431637762;7.0;5.0;2.0;
;104340.97586451223;7.0;5.0;2.0;
;104577.3731833317;6.0;4.0;2.0;
;104942.50890958658;6.0;4.0;2.0;
;105432.54921244163;5.0;4.0;1.0;
;106799.13047007663;4.0;3.0;1.0;
;107685.9252311412;4.0;3.0;1.0;
;108693.40577936376;3.0;2.0;1.0;
;108972.13523481134;3.0;2.0;1.0;
;109246.07391735264;3.0;2.0;1.0;
;109382.2997150443;3.0;2.0;1.0;
;109535.50678145702;2.0;1.0;1.0;
;109787.70180114846;1.0;0.0;1.0;
