seed 123456789;Tempo;Popolazione;PopolazioneVeicoliPiccoli;PopolazioneVeicoliGrandi;Sistema
;43900.64077691327;67.0;40.0;27.0;
;43939.35679143045;67.0;40.0;27.0;
;43985.98710044872;67.0;40.0;27.0;
;44010.57770231655;67.0;40.0;27.0;
;44160.847719901794;67.0;39.0;28.0;
;44247.93168316613;68.0;39.0;29.0;
;44265.686251532585;69.0;39.0;30.0;
;44281.38432064431;69.0;39.0;30.0;
;44326.087909260976;69.0;39.0;30.0;
;44435.83312802989;69.0;39.0;30.0;
;44509.6949319832;69.0;39.0;30.0;
;44535.082798123854;68.0;39.0;29.0;
;44539.35011175724;67.0;38.0;29.0;
;44622.80607403621;66.0;38.0;28.0;
;44640.481078428864;67.0;39.0;28.0;
;44650.03766910902;68.0;39.0;29.0;
;44818.0870963514;69.0;39.0;30.0;
;44828.96655130177;69.0;39.0;30.0;
;44862.82425093357;68.0;38.0;30.0;
;44863.14225254855;69.0;38.0;31.0;
;44912.36729571803;69.0;38.0;31.0;
;44925.85281265385;70.0;39.0;31.0;
;44971.49991786032;71.0;39.0;32.0;
;44985.9078253322;71.0;39.0;32.0;
;44994.37513824453;72.0;39.0;33.0;
;44999.9811701629;72.0;39.0;33.0;
;45022.22321124421;72.0;39.0;33.0;
;45053.88631080637;71.0;39.0;32.0;
;45117.27060569575;71.0;39.0;32.0;
;45209.35742414409;72.0;39.0;33.0;
;45567.57160887754;72.0;39.0;33.0;
;45570.7953102581;71.0;38.0;33.0;
;45588.55393675034;71.0;38.0;33.0;
;45595.82927693726;70.0;37.0;33.0;
;45662.71725828053;70.0;37.0;33.0;
;45742.510745029766;70.0;36.0;34.0;
;45778.75931252861;70.0;36.0;34.0;
;45781.524017953896;71.0;37.0;34.0;
;45795.795024892446;71.0;37.0;34.0;
;45803.10584349369;71.0;37.0;34.0;
;45808.04402554019;71.0;36.0;35.0;
;45809.15799375115;72.0;36.0;36.0;
;45943.78407174476;72.0;36.0;36.0;
;46027.35322036356;71.0;36.0;35.0;
;46034.65543658896;72.0;37.0;35.0;
;46259.97412030247;72.0;37.0;35.0;
;46276.49239462556;72.0;37.0;35.0;
;46287.69215891933;71.0;37.0;34.0;
;46306.77714746345;72.0;37.0;35.0;
;46376.42327722926;72.0;37.0;35.0;
;46447.62138188508;71.0;37.0;34.0;
;46522.350737614295;70.0;37.0;33.0;
;46644.08858142008;71.0;37.0;34.0;
;46657.50536348934;71.0;37.0;34.0;
;46861.24985989461;70.0;36.0;34.0;
;46996.68588773013;70.0;36.0;34.0;
;47048.11020746188;69.0;36.0;33.0;
;47107.7234321819;68.0;36.0;32.0;
;47109.209464714106;69.0;36.0;33.0;
;47254.86892974892;70.0;36.0;34.0;
;47304.610304130125;70.0;36.0;34.0;
;47334.12750946864;69.0;35.0;34.0;
;47498.05560815232;69.0;35.0;34.0;
;47536.72838369678;69.0;35.0;34.0;
;47539.93585385346;67.0;34.0;33.0;
;47559.35409805173;67.0;34.0;33.0;
;47818.43543413239;66.0;33.0;33.0;
;47886.20965198802;66.0;33.0;33.0;
;47939.48556898529;67.0;33.0;34.0;
;48007.23962621311;67.0;33.0;34.0;
;48144.3135788711;66.0;32.0;34.0;
;48161.39432986866;66.0;33.0;33.0;
;48300.56312505794;66.0;33.0;33.0;
;48504.76807775731;65.0;33.0;32.0;
;48555.73368709959;65.0;33.0;32.0;
;48601.74769023663;66.0;34.0;32.0;
;48640.154212954585;67.0;35.0;32.0;
;48655.07503439925;67.0;35.0;32.0;
;48678.17649901276;67.0;34.0;33.0;
;48798.324705086285;68.0;34.0;34.0;
;48889.65112114781;68.0;34.0;34.0;
;48917.58576275528;68.0;34.0;34.0;
;48918.663129239874;69.0;35.0;34.0;
;49091.65436989381;69.0;35.0;34.0;
;49114.64133895429;68.0;34.0;34.0;
;49124.43496406826;69.0;35.0;34.0;
;49254.75862215235;70.0;35.0;35.0;
;49293.7929045678;70.0;35.0;35.0;
;49303.54798835005;70.0;35.0;35.0;
;49307.99798876407;69.0;34.0;35.0;
;49324.50047140474;70.0;34.0;36.0;
;49351.37194888022;70.0;34.0;36.0;
;49406.50754026817;70.0;34.0;36.0;
;49549.13119420616;70.0;34.0;36.0;
;49552.52137314514;70.0;34.0;36.0;
;49576.52335347241;69.0;34.0;35.0;
;49694.014911988605;69.0;34.0;35.0;
;49768.68741616177;69.0;33.0;36.0;
;49794.30558596093;70.0;33.0;37.0;
;49944.91190840726;70.0;33.0;37.0;
;49987.93558458277;69.0;32.0;37.0;
;50061.59111241073;70.0;32.0;38.0;
;50110.834202229766;70.0;32.0;38.0;
;50208.1757088014;70.0;32.0;38.0;
;50399.46928510648;70.0;32.0;38.0;
;50432.81993743124;70.0;32.0;38.0;
;50444.42257760116;71.0;33.0;38.0;
;50467.35091802697;71.0;33.0;38.0;
;50469.65815357423;71.0;33.0;38.0;
;50551.986481145206;71.0;33.0;38.0;
;50650.8214945965;71.0;33.0;38.0;
;50752.187670850144;71.0;33.0;38.0;
;50827.11224031403;71.0;33.0;38.0;
;50849.26061790149;70.0;33.0;37.0;
;50865.42286323442;70.0;33.0;37.0;
;50911.55993131481;70.0;33.0;37.0;
;50935.79174974072;70.0;33.0;37.0;
;51028.22179427626;68.0;31.0;37.0;
;51084.65216040218;68.0;31.0;37.0;
;51097.98095775567;68.0;30.0;38.0;
;51177.17318643776;68.0;30.0;38.0;
;51229.30458637699;68.0;30.0;38.0;
;51243.3795778874;67.0;29.0;38.0;
;51254.41088869092;67.0;29.0;38.0;
;51523.36809651509;68.0;29.0;39.0;
;51550.92033770276;68.0;29.0;39.0;
;51555.85239939985;68.0;29.0;39.0;
;51584.01406658583;69.0;30.0;39.0;
;51710.591480709205;69.0;30.0;39.0;
;51790.16677392517;69.0;30.0;39.0;
;51888.55777504461;68.0;30.0;38.0;
;52039.19081509317;69.0;31.0;38.0;
;52068.63038676128;69.0;31.0;38.0;
;52069.70026287984;69.0;30.0;39.0;
;52072.59780945543;70.0;30.0;40.0;
;52087.142393087255;70.0;30.0;40.0;
;52109.06556812243;71.0;31.0;40.0;
;52116.36458313639;72.0;32.0;40.0;
;52120.47733271152;72.0;32.0;40.0;
;52189.9821926148;72.0;32.0;40.0;
;52348.84566752052;73.0;33.0;40.0;
;52385.51702896157;74.0;34.0;40.0;
;52439.85666865415;74.0;34.0;40.0;
;52581.83851220933;73.0;33.0;40.0;
;52594.81584802472;72.0;33.0;39.0;
;52693.20589220722;70.0;32.0;38.0;
;52775.182447707;70.0;32.0;38.0;
;52814.48601016567;69.0;31.0;38.0;
;52974.93546736183;70.0;32.0;38.0;
;53019.20790413508;71.0;32.0;39.0;
;53079.32516004874;72.0;32.0;40.0;
;53265.62124213637;72.0;32.0;40.0;
;53306.92470714076;71.0;32.0;39.0;
;53340.28001967628;71.0;31.0;40.0;
;53350.79537528605;71.0;31.0;40.0;
;53375.78494038393;71.0;31.0;40.0;
;53435.60617739608;71.0;31.0;40.0;
;53472.48849843502;71.0;31.0;40.0;
;53501.63210928448;71.0;31.0;40.0;
;53509.11170471943;70.0;31.0;39.0;
;53605.92146276763;70.0;31.0;39.0;
;53641.51661558309;71.0;32.0;39.0;
;53795.80477532664;70.0;32.0;38.0;
;53920.45649927968;70.0;32.0;38.0;
;54017.573554734976;70.0;32.0;38.0;
;54080.02966019252;69.0;32.0;37.0;
;54105.87150191318;69.0;32.0;37.0;
;54133.73739162157;69.0;32.0;37.0;
;54195.05928669232;68.0;31.0;37.0;
;54277.79898659568;68.0;32.0;36.0;
;54344.97732068068;69.0;32.0;37.0;
;54373.76879033202;70.0;33.0;37.0;
;54593.00695271631;71.0;34.0;37.0;
;54726.98118857637;71.0;34.0;37.0;
;54762.99486820484;71.0;35.0;36.0;
;54794.27336576174;71.0;35.0;36.0;
;54820.82984129379;70.0;34.0;36.0;
;54834.01566757453;70.0;34.0;36.0;
;54842.633599090754;69.0;33.0;36.0;
;54857.45521027652;70.0;33.0;37.0;
;54889.73608499842;70.0;33.0;37.0;
;54992.60265817705;69.0;32.0;37.0;
;55040.95428466318;69.0;33.0;36.0;
;55379.59778949143;69.0;33.0;36.0;
;55494.20738054788;69.0;32.0;37.0;
;55558.63022483411;69.0;32.0;37.0;
;55594.40050985286;69.0;32.0;37.0;
;55600.9796551282;68.0;31.0;37.0;
;55621.19044548042;67.0;31.0;36.0;
;55692.91715725707;67.0;31.0;36.0;
;55729.04060266433;67.0;31.0;36.0;
;55860.13091481023;68.0;32.0;36.0;
;55877.70251684237;69.0;32.0;37.0;
;55886.103541984536;69.0;32.0;37.0;
;56074.05366706882;68.0;32.0;36.0;
;56174.43510981847;67.0;31.0;36.0;
;56223.81945586772;67.0;31.0;36.0;
;56237.81809840142;66.0;31.0;35.0;
;56400.65857889895;66.0;32.0;34.0;
;56405.31367458868;67.0;33.0;34.0;
;56485.37616186758;67.0;33.0;34.0;
;56543.37788053416;68.0;34.0;34.0;
;56621.46199750608;67.0;34.0;33.0;
;56630.08095231913;68.0;35.0;33.0;
;56638.92718623178;69.0;35.0;34.0;
;56665.546207970685;70.0;36.0;34.0;
;56683.45761305667;70.0;36.0;34.0;
;56761.2112376254;69.0;36.0;33.0;
;56825.83795032192;69.0;37.0;32.0;
;56828.9577172401;69.0;37.0;32.0;
;56845.949766971;69.0;37.0;32.0;
;56900.50875119427;69.0;37.0;32.0;
;57012.5314684743;69.0;38.0;31.0;
;57069.00427247998;69.0;38.0;31.0;
;57088.58549091007;70.0;39.0;31.0;
;57141.7631719337;70.0;39.0;31.0;
;57235.92495696777;70.0;39.0;31.0;
;57251.808435197;71.0;40.0;31.0;
;57264.5532722627;71.0;40.0;31.0;
;57275.921513054825;72.0;40.0;32.0;
;57376.04156791168;73.0;40.0;33.0;
;57394.82784413164;73.0;40.0;33.0;
;57400.42226385464;72.0;40.0;32.0;
;57487.11128538872;72.0;39.0;33.0;
;57500.94595179577;72.0;39.0;33.0;
;57561.07020245717;71.0;38.0;33.0;
;57578.79935506384;70.0;38.0;32.0;
;57598.31121842451;71.0;38.0;33.0;
;57680.77847461029;71.0;38.0;33.0;
;57791.99593564198;71.0;38.0;33.0;
;57927.983627226815;71.0;38.0;33.0;
;57987.07852439129;72.0;39.0;33.0;
;58023.83726794976;72.0;39.0;33.0;
;58073.07644936628;73.0;40.0;33.0;
;58203.77465472559;74.0;41.0;33.0;
;58225.513767706536;74.0;41.0;33.0;
;58245.83135559782;73.0;40.0;33.0;
;58260.16320705828;73.0;41.0;32.0;
;58264.943622347855;73.0;41.0;32.0;
;58279.55059203852;73.0;41.0;32.0;
;58345.68841721636;73.0;41.0;32.0;
;58388.00144194901;73.0;41.0;32.0;
;58396.76607777474;73.0;41.0;32.0;
;58772.480398355496;73.0;41.0;32.0;
;58784.30371451071;73.0;41.0;32.0;
;58791.338884678415;72.0;41.0;31.0;
;58844.28228643215;71.0;41.0;30.0;
;58854.61792301586;70.0;41.0;29.0;
;58877.1774562063;70.0;41.0;29.0;
;58896.62343093727;69.0;41.0;28.0;
;59051.46011955902;69.0;42.0;27.0;
;59097.326512085965;70.0;43.0;27.0;
;59267.92820462265;70.0;43.0;27.0;
;59400.85686912108;69.0;42.0;27.0;
;59479.59501100174;69.0;42.0;27.0;
;59497.99629718736;69.0;42.0;27.0;
;59551.53479343387;68.0;41.0;27.0;
;59655.683513985416;68.0;40.0;28.0;
;59780.78683528323;69.0;41.0;28.0;
;59945.82274880645;69.0;41.0;28.0;
;59951.7810113983;70.0;42.0;28.0;
;60004.624507058885;70.0;42.0;28.0;
;60083.28297866384;69.0;42.0;27.0;
;60141.71840834471;69.0;42.0;27.0;
;60164.03167276478;68.0;42.0;26.0;
;60231.195506664415;67.0;41.0;26.0;
;60392.73846928439;68.0;41.0;27.0;
;60438.12256680762;68.0;41.0;27.0;
;60460.188845195975;68.0;42.0;26.0;
;60473.17202171602;69.0;43.0;26.0;
;60505.7822810189;70.0;43.0;27.0;
;60517.1939083514;71.0;44.0;27.0;
;60664.92023962034;72.0;45.0;27.0;
;60749.54138726578;73.0;45.0;28.0;
;60818.57853658849;73.0;45.0;28.0;
;60863.0756601829;72.0;44.0;28.0;
;60864.90849613878;72.0;44.0;28.0;
;60916.20859262828;73.0;45.0;28.0;
;60923.19903394398;73.0;45.0;28.0;
;61041.20756034137;73.0;45.0;28.0;
;61042.04124655322;73.0;45.0;28.0;
;61068.39745817105;72.0;45.0;27.0;
;61089.70714510667;72.0;45.0;27.0;
;61172.712589956085;71.0;44.0;27.0;
;61226.26480110656;72.0;44.0;28.0;
;61274.66798540144;72.0;44.0;28.0;
;61292.7102878188;73.0;44.0;29.0;
;61332.17294956232;74.0;44.0;30.0;
;61363.17507260006;75.0;45.0;30.0;
;61490.91956617624;75.0;45.0;30.0;
;61512.65169907726;74.0;44.0;30.0;
;61616.85121711358;73.0;44.0;29.0;
;61635.937242944114;73.0;44.0;29.0;
;61692.36082410574;73.0;44.0;29.0;
;61704.10415597852;73.0;44.0;29.0;
;61779.34771894642;74.0;45.0;29.0;
;61880.36015999946;75.0;46.0;29.0;
;62007.399406088;75.0;46.0;29.0;
;62232.47923425293;75.0;46.0;29.0;
;62239.01254087503;75.0;46.0;29.0;
;62338.44300428381;75.0;46.0;29.0;
;62373.33425335484;74.0;45.0;29.0;
;62581.75633473635;73.0;44.0;29.0;
;62587.67809766921;73.0;44.0;29.0;
;62690.01319769931;71.0;43.0;28.0;
;62849.047627648855;72.0;44.0;28.0;
;62853.272943305965;72.0;44.0;28.0;
;62890.46753812652;73.0;44.0;29.0;
;62955.89635745434;73.0;44.0;29.0;
;62955.93745191263;73.0;44.0;29.0;
;63069.42349699173;73.0;44.0;29.0;
;63092.8773949482;73.0;43.0;30.0;
;63190.42948351098;73.0;43.0;30.0;
;63336.02245674662;72.0;43.0;29.0;
;63380.61415496878;72.0;43.0;29.0;
;63422.76871573079;71.0;42.0;29.0;
;63430.43279667588;72.0;43.0;29.0;
;63456.8719222086;73.0;44.0;29.0;
;63470.13863915661;73.0;44.0;29.0;
;63588.88233773169;73.0;44.0;29.0;
;63656.17587930292;73.0;44.0;29.0;
;63710.23584793561;73.0;44.0;29.0;
;63782.9243515119;73.0;44.0;29.0;
;63800.08677153857;73.0;45.0;28.0;
;63865.54398533188;73.0;45.0;28.0;
;64054.891599553885;72.0;44.0;28.0;
;64226.56152230009;71.0;43.0;28.0;
;64279.50978825326;71.0;43.0;28.0;
;64307.20610752554;72.0;44.0;28.0;
;64447.25183086599;71.0;43.0;28.0;
;64575.05095316957;72.0;44.0;28.0;
;64577.16878032205;72.0;44.0;28.0;
;64578.32302868314;71.0;44.0;27.0;
;64597.26070028229;71.0;44.0;27.0;
;64601.68759969574;71.0;44.0;27.0;
;64630.70557391576;70.0;43.0;27.0;
;64746.52590166776;70.0;44.0;26.0;
;64837.90543301886;71.0;44.0;27.0;
;64885.54757228464;71.0;44.0;27.0;
;64955.6421515334;72.0;44.0;28.0;
;65145.77938950047;72.0;44.0;28.0;
;65161.75210471639;71.0;43.0;28.0;
;65169.357668969205;71.0;43.0;28.0;
;65226.39346183218;70.0;42.0;28.0;
;65359.48643530225;68.0;42.0;26.0;
;65426.929503279294;69.0;42.0;27.0;
;65432.22404002457;69.0;42.0;27.0;
;65436.17906806333;68.0;41.0;27.0;
;65549.6423736334;69.0;42.0;27.0;
;65600.01134857512;70.0;43.0;27.0;
;65613.46605307676;71.0;44.0;27.0;
;65618.3765344381;72.0;45.0;27.0;
;65720.19210470427;72.0;45.0;27.0;
;65872.32494540392;71.0;44.0;27.0;
;65931.92827717144;71.0;44.0;27.0;
;65973.73151777325;70.0;43.0;27.0;
;66042.65621969743;70.0;43.0;27.0;
;66172.989240103;70.0;43.0;27.0;
;66198.57316749745;71.0;43.0;28.0;
;66412.30574161354;71.0;43.0;28.0;
;66452.03188782748;71.0;43.0;28.0;
;66453.87451633655;71.0;43.0;28.0;
;66485.402254069;70.0;42.0;28.0;
;66553.34571384997;70.0;42.0;28.0;
;66571.348991979;69.0;41.0;28.0;
;66632.8540238519;70.0;42.0;28.0;
;66738.74358777482;70.0;42.0;28.0;
;66792.92740246718;69.0;41.0;28.0;
;66799.0936731668;69.0;41.0;28.0;
;66899.52772003956;69.0;41.0;28.0;
;66915.37314144858;69.0;41.0;28.0;
;66932.48347705565;69.0;42.0;27.0;
;66973.51887209644;70.0;43.0;27.0;
;67001.57912934528;70.0;43.0;27.0;
;67048.69553325325;70.0;43.0;27.0;
;67285.65645804426;70.0;43.0;27.0;
;67323.79702344141;70.0;43.0;27.0;
;67345.56758862876;70.0;43.0;27.0;
;67509.80266189775;70.0;43.0;27.0;
;67681.01565574466;69.0;42.0;27.0;
;67851.4400228891;69.0;41.0;28.0;
;67921.17111683682;69.0;41.0;28.0;
;67959.31805893837;68.0;40.0;28.0;
;68040.47666564996;68.0;40.0;28.0;
;68073.27871169048;68.0;41.0;27.0;
;68078.4777076058;69.0;41.0;28.0;
;68086.28138225783;69.0;41.0;28.0;
;68150.40726775062;69.0;41.0;28.0;
;68212.26573302584;68.0;40.0;28.0;
;68277.3507561695;68.0;40.0;28.0;
;68312.11634701301;68.0;40.0;28.0;
;68528.14027319224;68.0;40.0;28.0;
;68768.21157599491;68.0;40.0;28.0;
;68771.26814346331;67.0;39.0;28.0;
;68776.6437597895;67.0;39.0;28.0;
;68778.44465895252;68.0;39.0;29.0;
;68829.42835885318;68.0;39.0;29.0;
;68832.55119700747;68.0;39.0;29.0;
;68973.20236954396;68.0;40.0;28.0;
;69020.02946913784;67.0;39.0;28.0;
;69039.50661057085;68.0;40.0;28.0;
;69082.83463030566;69.0;41.0;28.0;
;69085.44808666794;69.0;41.0;28.0;
;69240.20777885974;69.0;40.0;29.0;
;69250.50450211024;69.0;40.0;29.0;
;69387.39581309402;69.0;40.0;29.0;
;69471.00738722974;69.0;40.0;29.0;
;69504.77593855585;68.0;40.0;28.0;
;69569.49821639042;68.0;40.0;28.0;
;69660.79764623859;69.0;40.0;29.0;
;69746.2456561593;69.0;40.0;29.0;
;69756.33286683953;69.0;39.0;30.0;
;69946.97591969393;70.0;39.0;31.0;
;70004.82890982689;71.0;40.0;31.0;
;70064.83556855778;71.0;40.0;31.0;
;70076.30381224866;71.0;40.0;31.0;
;70084.3520164193;69.0;38.0;31.0;
;70198.3290240181;70.0;38.0;32.0;
;70241.11461267664;70.0;38.0;32.0;
;70307.3659417786;69.0;37.0;32.0;
;70334.58444803674;68.0;37.0;31.0;
;70375.89387994951;68.0;37.0;31.0;
;70398.77309802025;69.0;37.0;32.0;
;70419.07014813113;70.0;37.0;33.0;
;70564.84585028264;70.0;37.0;33.0;
;70576.8259486954;71.0;38.0;33.0;
;70797.33985995011;72.0;39.0;33.0;
;70835.90629513767;72.0;39.0;33.0;
;70845.4018919337;72.0;38.0;34.0;
;70851.23428780447;72.0;38.0;34.0;
;70874.52436429755;71.0;37.0;34.0;
;70941.1975124788;70.0;36.0;34.0;
;70946.56886350366;70.0;36.0;34.0;
;71007.24178011868;71.0;36.0;35.0;
;71085.28493507062;71.0;36.0;35.0;
;71169.45057128048;70.0;36.0;34.0;
;71206.97037678646;71.0;36.0;35.0;
;71308.50169102491;72.0;37.0;35.0;
;71353.1246700721;72.0;37.0;35.0;
;71384.79424861839;72.0;37.0;35.0;
;71403.23902681262;72.0;36.0;36.0;
;71474.8042164013;72.0;36.0;36.0;
;71503.87190034465;72.0;36.0;36.0;
;71534.11316931248;72.0;36.0;36.0;
;71670.08149737629;71.0;35.0;36.0;
;71733.50285013646;71.0;34.0;37.0;
;71741.41146123435;71.0;34.0;37.0;
;71750.20540645905;72.0;35.0;37.0;
;71846.62825333445;73.0;36.0;37.0;
;71868.37538621336;74.0;36.0;38.0;
;71983.09246894266;74.0;36.0;38.0;
;72105.47421891901;74.0;35.0;39.0;
;72106.8422074442;75.0;36.0;39.0;
;72155.84857881376;75.0;36.0;39.0;
;72167.27655108745;75.0;37.0;38.0;
;72178.30200527061;75.0;37.0;38.0;
;72220.58773518963;75.0;37.0;38.0;
;72322.01330031327;75.0;38.0;37.0;
;72354.74121858986;76.0;38.0;38.0;
;72410.9139670967;76.0;38.0;38.0;
;72420.41000028874;76.0;38.0;38.0;
;72463.83087581443;75.0;38.0;37.0;
;72481.82865203734;75.0;38.0;37.0;
;72613.41931151609;75.0;38.0;37.0;
;72647.0702557603;75.0;38.0;37.0;
;72650.81017201176;76.0;38.0;38.0;
;72666.5163123351;77.0;39.0;38.0;
;72726.9024666161;77.0;39.0;38.0;
;72792.17470846599;78.0;40.0;38.0;
;72813.0585074382;78.0;40.0;38.0;
;72995.72738771701;79.0;40.0;39.0;
;73045.88718989734;79.0;40.0;39.0;
;73100.75210778952;78.0;39.0;39.0;
;73184.0033178911;78.0;39.0;39.0;
;73213.4946866714;78.0;39.0;39.0;
;73296.2852232415;77.0;38.0;39.0;
;73459.0301283575;76.0;37.0;39.0;
;73610.66380739547;76.0;37.0;39.0;
;73725.98574002061;75.0;36.0;39.0;
;73912.68625877755;75.0;35.0;40.0;
;73922.1525774746;75.0;35.0;40.0;
;73961.98086410912;76.0;36.0;40.0;
;73962.4890687995;77.0;37.0;40.0;
;73998.2260176105;77.0;37.0;40.0;
;74046.19776516521;77.0;37.0;40.0;
;74055.10872897947;78.0;38.0;40.0;
;74073.30776722959;78.0;38.0;40.0;
;74076.03472878181;79.0;39.0;40.0;
;74382.48674895188;79.0;39.0;40.0;
;74393.39469184812;78.0;38.0;40.0;
;74497.05367394675;77.0;37.0;40.0;
;74497.16167390547;77.0;37.0;40.0;
;74514.68042516636;77.0;37.0;40.0;
;74526.67680546036;78.0;38.0;40.0;
;74621.93321465884;78.0;38.0;40.0;
;74721.29859992935;77.0;38.0;39.0;
;74731.49551793642;77.0;39.0;38.0;
;74743.72173323268;78.0;40.0;38.0;
;74799.94754660019;77.0;40.0;37.0;
;74879.37235259057;77.0;40.0;37.0;
;74930.9909018322;78.0;41.0;37.0;
;74971.53738800979;79.0;42.0;37.0;
;75005.84040111677;79.0;42.0;37.0;
;75006.81655011461;79.0;42.0;37.0;
;75047.48859343577;78.0;41.0;37.0;
;75206.94896681857;79.0;42.0;37.0;
;75211.4204552532;79.0;42.0;37.0;
;75340.69380642528;79.0;41.0;38.0;
;75374.51683667679;79.0;41.0;38.0;
;75493.4451792481;79.0;40.0;39.0;
;75631.07747783895;80.0;41.0;39.0;
;75641.64335599469;80.0;41.0;39.0;
;75672.63558805216;81.0;41.0;40.0;
;75803.91574637407;81.0;41.0;40.0;
;75815.4459119122;81.0;41.0;40.0;
;75855.02893786306;81.0;40.0;41.0;
;76009.35548489464;81.0;40.0;41.0;
;76112.58293001648;80.0;39.0;41.0;
;76158.7634300643;80.0;39.0;41.0;
;76308.39896828146;79.0;38.0;41.0;
;76313.56026236422;80.0;39.0;41.0;
;76324.69662132554;80.0;39.0;41.0;
;76401.02545520916;80.0;39.0;41.0;
;76425.74884972096;80.0;39.0;41.0;
;76492.53414266763;81.0;40.0;41.0;
;76498.8558753515;81.0;40.0;41.0;
;76523.15791630009;81.0;40.0;41.0;
;76529.25323681741;81.0;40.0;41.0;
;76706.64005473912;82.0;41.0;41.0;
;76715.54700959095;82.0;41.0;41.0;
;76832.38407437211;82.0;41.0;41.0;
;76838.5166047388;82.0;40.0;42.0;
;76887.50979288763;82.0;40.0;42.0;
;76891.88165236697;82.0;40.0;42.0;
;76893.42042493919;81.0;40.0;41.0;
;76958.07993843936;82.0;40.0;42.0;
;76999.38166847317;82.0;40.0;42.0;
;77145.44332542391;81.0;40.0;41.0;
;77189.86310693203;80.0;39.0;41.0;
;77204.27782494137;81.0;39.0;42.0;
;77207.8056327602;82.0;39.0;43.0;
;77232.94347105421;81.0;38.0;43.0;
;77261.69947040429;82.0;39.0;43.0;
;77262.72963847723;83.0;39.0;44.0;
;77271.31638324191;83.0;39.0;44.0;
;77281.7825628424;84.0;40.0;44.0;
;77311.95215142582;85.0;41.0;44.0;
;77377.57966157376;86.0;41.0;45.0;
;77463.92942376023;87.0;42.0;45.0;
;77502.34592656152;87.0;42.0;45.0;
;77512.56267056575;87.0;42.0;45.0;
;77555.96593426795;86.0;42.0;44.0;
;77661.65230800514;85.0;41.0;44.0;
;77755.41170739832;85.0;42.0;43.0;
;77929.14258932647;85.0;42.0;43.0;
;77975.3298093532;84.0;41.0;43.0;
;78044.98313635295;83.0;41.0;42.0;
;78278.16453093456;84.0;42.0;42.0;
;78282.4930823608;85.0;42.0;43.0;
;78311.66701165831;85.0;42.0;43.0;
;78366.66274442294;84.0;41.0;43.0;
;78538.90818457332;83.0;41.0;42.0;
;78660.49873999158;83.0;40.0;43.0;
;78681.68278954847;83.0;40.0;43.0;
;78704.48877739119;83.0;41.0;42.0;
;78764.01374237539;82.0;40.0;42.0;
;78779.9783528774;82.0;40.0;42.0;
;78860.04564392935;83.0;41.0;42.0;
;78863.4215148444;83.0;41.0;42.0;
;79097.17880779562;83.0;41.0;42.0;
;79218.6065372134;82.0;40.0;42.0;
;79250.31674123243;81.0;40.0;41.0;
;79316.00684582356;80.0;40.0;40.0;
;79465.35976412955;80.0;40.0;40.0;
;79646.9648947645;80.0;40.0;40.0;
;79756.41171686813;80.0;40.0;40.0;
;79787.59151519387;78.0;39.0;39.0;
;79797.17373575237;78.0;39.0;39.0;
;79868.06673260615;77.0;38.0;39.0;
;79969.98166297488;76.0;37.0;39.0;
;80042.54866422071;77.0;38.0;39.0;
;80074.62819701027;77.0;38.0;39.0;
;80137.78468010522;77.0;38.0;39.0;
;80279.71251669811;76.0;38.0;38.0;
;80281.9704040288;76.0;39.0;37.0;
;80400.43228067973;76.0;39.0;37.0;
;80448.40261145156;77.0;40.0;37.0;
;80598.08297762214;77.0;40.0;37.0;
;80631.56440474678;77.0;41.0;36.0;
;80633.8112937027;78.0;42.0;36.0;
;80697.91132427785;79.0;42.0;37.0;
;80700.29676193104;79.0;42.0;37.0;
;80799.61125130048;79.0;42.0;37.0;
;80908.6392685004;79.0;42.0;37.0;
;81013.82396078041;79.0;43.0;36.0;
;81031.17716335555;79.0;43.0;36.0;
;81035.15570023464;77.0;43.0;34.0;
;81231.22707033447;77.0;43.0;34.0;
;81291.25677709641;76.0;43.0;33.0;
;81301.62228049184;76.0;43.0;33.0;
;81334.68877944189;76.0;43.0;33.0;
;81459.42930493547;76.0;43.0;33.0;
;81559.4574967714;75.0;43.0;32.0;
;81568.61964765604;74.0;42.0;32.0;
;81769.05390272266;73.0;41.0;32.0;
;81840.74300122235;74.0;42.0;32.0;
;82036.05319174464;74.0;42.0;32.0;
;82052.1000173325;73.0;42.0;31.0;
;82055.4361156976;73.0;42.0;31.0;
;82084.6000337362;74.0;43.0;31.0;
;82101.57657856088;75.0;43.0;32.0;
;82123.17376249778;75.0;43.0;32.0;
;82134.20259966563;74.0;43.0;31.0;
;82226.15429441955;75.0;44.0;31.0;
;82352.40116514207;75.0;44.0;31.0;
;82396.04794094016;75.0;44.0;31.0;
;82419.05600676099;75.0;44.0;31.0;
;82430.8367706098;75.0;44.0;31.0;
;82453.36288525135;76.0;45.0;31.0;
;82535.87642922184;77.0;46.0;31.0;
;82595.19038901936;77.0;46.0;31.0;
;82624.45489232136;76.0;46.0;30.0;
;82679.09312233886;76.0;46.0;30.0;
;82740.1795631225;77.0;46.0;31.0;
;82773.82370253302;78.0;46.0;32.0;
;82784.19179649944;78.0;46.0;32.0;
;82794.62737467886;78.0;46.0;32.0;
;82837.4049650232;77.0;45.0;32.0;
;82967.95852893197;77.0;45.0;32.0;
;83127.45094178269;78.0;46.0;32.0;
;83132.39271628448;79.0;46.0;33.0;
;83196.396814563;80.0;46.0;34.0;
;83245.2136193427;80.0;46.0;34.0;
;83306.3773708731;79.0;46.0;33.0;
